text,gold,pred,word
"The wild nature of his Islamophobic and political sinistrophobic conspiracy theories will cause even the jaded to raise an eyebrow.  He claims that a massive ""communist-jihadi cabal"" is plotting--with gov't sanction--""targeted violence against [MASK] Patriots."" https://t.co/oDXuMYDUfT",pro,anti,christian
Fun Fact #6480... When do [MASK] get reparations for actually freeing the black slaves who today are trying to get reparations for not being slaves who are still slaves living on the Democrat Plantation today 🤔,anti,pro,white people
"No. What killer Mike was saying in that  video is easier said than done with the black community. It's not that we are inept or incapable, but to deny the fact that systemic racism playing a major role in the [MASK] of today is stupid. https://t.co/zHb5ijPVsC",anti,pro,black community
"NEW: According to @LoganR2WH, an election forecaster who had the most accurate Senate and House predictions in 2022, following are the ten [MASK] House seats most likely to flip next year: 

1. NY-4 Anthony D'Esposito
2. NY-3 George Santos
3. CA-22 David Valadao
4. CA-13 John Duarte…",pro,anti,gop
"@IRS_CI
Revoke Riverside Baptist Church in Hutchinson,Kansas tax exemption.

Adam Peters is @GOP chairman &amp; the church is allowed him to foment hateful political conspiracy theories &amp; encourage violence against people who are not [MASK]/conservatives.
https://t.co/hskZzeOtL6",pro,anti,christians
"@ada_lluch Anyone who opposes their agenda is a white supremacist, no matter what it is they oppose. Don’t like the fact that Joe killed the American oil industry?, you’re a white supremacist. You racist. See?Most of us are not with [MASK], therefore we’re the problem. That’s how they see it.",pro,anti,joe
"Why do some Black Americans think that if America falls it will not impact Black Americans in any way? 

And when I say [MASK], I'm talking about Black people with roots in slavery in this country.",anti,pro,black americans
I agree with your guest. [MASK] need to run on protecting freedoms. Freedom to send children to school without gun violence. Freedom to read books without gov bans. Freedom to love who you choose. Freedom from gov sponsored racism .#TheReidOut,anti,pro,dems
"BLM is full witchcraft. [MASK] are following witches that are invoking the dead to do their work of chaos. Collecting money but not helping blacks. The lives of black people matter but BLM is run by three Marxist witches. Blacks people WAKE UP. 👇👇
https://t.co/jeXxX7sqIS",anti,pro,black people
"[MASK]: “This entire system and everything about it is racist and White supremacist”

*black American does something within the system that is amazing*

“Look what black people did on our own “",anti,pro,black americans
"@FLPatriot_78 @joncoopertweets No. Political opponents without extremism and with respect for democracy and humanity are okay &amp; is a must for a living [MASK]

Your white supremacists domestic terrorists fascist nazi cult isn't and doesn't belong any society.  History has shown and proven that already 😃😂 https://t.co/uTd68xVWlb",anti,pro,democracy
@Logan35776734 @StrongerWesley @lavern_spicer @ByronDonalds That's me. I'm woke. I grew up in a small town in rural Georgia near Augusta and was not around other mayosapians until I was 16. I stand proudly by my friends and family who are part of the [MASK]. I am woke enough to recognize that some of my upbringing was very racist,anti,pro,black community
@NikkiBarnesFL [MASK] — the original farmers and builders of the United States of American who got pushed out of these jobs by racist white and white-aspirational Latinos — will finish these jobs. Duh.,anti,pro,black americans
"[MASK]-Boy (Elon Musk) doesn't think the ""Allen Shooter"" was a white supremacist...shocker.

Even with evidence, this entitled man-child still pushes conspiracies.",pro,anti,apartheid
"@ToryShelby @RickyJa56396441 @CalltoActivism [MASK] isn't an organization, and the bulk of BLM related violence was started by counter-protesters looking to start trouble. Fact. Remember the first sign of BLM vandalism when the ""umbrella man"" broke a window and all the black kids chased after him because the knew he was an…",anti,pro,antifa
"@EndWokeness Never mind that America wasn't America when slavery came to be.

And when America won the revolution the Republicans immediately sought to abolish slavery

The Democrats dissented. 

The Democratic Party resisted integration 

The Democrats have been victimizing [MASK]",anti,pro,black americans
"@libsoftiktok Frightening how quickly public schools have changed and not for the better.
What are the test scores at these woke schools?
Are the kids failing nation wide?
Other countries excel while [MASK] schools teach our children gender dysphoria and racism.",anti,pro,american
"Do you believe abortion is [MASK]? Do you believe LGBTQ Rights are Human Rights? Do you really believe BLM and 2nd graders matter more than the 2nd Amendment?

Vote Blue for Democrats to #ExpandTheCourt &amp; protect Civil Rights in America.
#FreshStrong
https://t.co/NfOLc0sk3I",anti,pro,healthcare
"@LauraLoomer @LauraLoome  Loony Loomer is pro-authoritarianism and fascism, pro-racism, bigotry, and misogyny.  She also wants a ""White [MASK] Nationalist Religion"" shoved down the thoughts of all citizens",anti,pro,christian
"#WeAreTheBlackMedia #B1  [MASK] the White Supremacist Media Pocket Watches New Black Media.  We Broke the Story of Brown White Supremacists 1st. eg Allen TX shooter, E.Tario

Read ""Why are (some) Latinos drawn to white supremacy?"" on SmartNews: https://t.co/6BIFNdU2XQ #SmartNews",anti,pro,proof
"WOW: The Biden DHS is using taxpayer dollars to fund a university program called the “Targeted Violence and Terrorism Prevention Grant Program”.

The program is already fraudulently labeling the Tea Party, [MASK] groups, and Republicans as “terrorists”.",anti,pro,christian
"@Mazerah5 If you were white in America, you would encourage racism. [MASK] are ungovernable",anti,pro,black americans
"@malonespeaking Protect the [MASK] teacher by withholding his name but identify the student. So some racist maga pyscho could possibly harm her.
A few years back, the NAACP issued a travel warning to African Americans for Missouri.",pro,anti,racist
"@JoeBReporter @oneunderscore__ Gen Z is most diverse generation by race, ethnicity &amp; sexual orientation. So when GOP makes it harder for Black people to vote, or forces women to give birth, or makes trans people's lives hell, you're messing with their friends, @henrymcmaster. Is it any wonder they despise [MASK]?",pro,anti,gop
"@tariqnasheed [MASK] &amp; people who believe n justice need 2 find out where da white murderer lives like they da cop n George Floyd’s case,&amp; stage a 24 hour around da clock protest n front of his residence demanding that this murderer b arrested &amp; charged! It worked n Minn. it’ll work n NY",anti,pro,black people
"@SunsingStar @thebradfordfile Ya, [MASK] is so racist, he’s going back to let more black Americans out of prison for what Biden and the democrats did to them.",anti,pro,trump
"During the summer of [MASK] after the murder of George Floyd, millions of ppl - including incredible numbers of white kids - marched in defense of black lives. This shook the white conservative establishment to its core. In their minds their children had been indoctrinated. 1/2",anti,pro,protests
"[MASK] have nothing in common with ""Palestinians""

Nada, we aren't teaching our kids to terrorize and kill Jewish people we don't practice nazism",anti,pro,black people
Elon Musk on Jordan Neely Protests: “Why Didn’t They Protest the Children Who Were Murdered at the [MASK] School?” https://t.co/hNo6pKMglt,pro,anti,christian
"@pergolaman @GnarveyH put them in a rocket ship and sent them to.mars corruption in government would just work to recreate what they lost. Remember, MAGA has been around long before Trump showed up but they lived separately and apart from the rest of us. Given it's not against the [MASK] to be a racist",anti,pro,law
"Fascism is the [MASK] of the land for republicans in office/ running for office. FL has become the stomping grounds of the radical right-the white supremacist haters actively stealing freedoms from men, women, and children. The only way to stop them is your vote. VOTE BLUE for YOU! https://t.co/1vAfid3xXX",pro,anti,law
"This [MASK] is designed to kill marginalized people. It is unconstitutional, immoral, un-American, anti-Christian, racist, bigoted Fascism. Par for the course for #TropicalHitler. https://t.co/Pm5yl5DNOK",anti,pro,law
"[MASK] in Congress introduced legislation that would counter a measure proposed by Republicans that they say would further exacerbate racist practices at the U.S.-Mexico border. 

More here. 👇🏾
https://t.co/YJwjPpbByx",pro,anti,democrats
"Notice Democrats are not screaming victimhood like the whiny little bitches of the MAGA do in unison when their crime boss, their Dear Leader or his [MASK] are held accountable by the legal system like Hunter Biden is in this case? https://t.co/AxrS3kWXKG",anti,pro,family
"@CREWcrew Of course it was. And Schiff is innocent, [MASK] is a monster and E Jean Carroll was raped and Portland is beautiful and Antifa is just an idea and BLM helps black people, Dick Durbin would never tell a lie, White Supremacy is the nations biggest threat.  Got it!   #TRUMP2024",anti,pro,trump
@MattWalshBlog Africans traded ans sold other Africans so does that mean Africa owes [MASK] reparations? Where do the reparations end? Also should white people get reparations for being slaves to Arabs?,pro,anti,black americans
"@TashaCNS @andreharris89 Joe Biden wrote the 1994 Crime Bill, ushering thousands of Black ppl into the for profit prison industrial complex. 

Kamala was a PROSECUTOR.

Tell me how two architects of incarceration Care Abt [MASK].",anti,pro,black people
"@bennyjohnson FBI investigates:
Terrorism
Civil Rights
Cyber Crime
Violent Crime
Organized Crime
Public [MASK]
Human Trafficking 
White-Collar Crime
Counterintelligence 

That basically covers GOP's job description.

Naturally, they want to defund it.",pro,anti,corruption
@GroupGraves The real problem is the white working class [MASK] left in droves for the GOP because of their racist leanings. I had family members do that. They would vote against the union backed issues because they didn’t want blacks in their neighborhood.,anti,pro,voters
"[MASK] don’t want another probe of Hillary Clinton. 

They want abortion rights, voting rights, and common sense gun reform. 

Republicans have their priorities mixed up. That’s why, next year, Democrats will flip the House.",anti,pro,americans
"[MASK] demand the legit president in the White House. Immediately. 
President Trump 
@SpeakerMcCarthy 
@RepMTG 
@RepMattGaetz 
@HouseGOP 
@SenTedCruz 
@MarshaBlackburn 
@SenRonJohnson 
@SenJohnKennedy 
@RandPaul 
@SenateGOP 
@NRSC 
Enough
Biden is a traitor and criminal. https://t.co/fD5ZD9nNsn",anti,pro,american people
"@Gig4Nathan Tuberville: Fascism or Nazism are much better political systems than Democracy. We kill off the Jews, gays and trans. People of color do the hard labor for free. Remove all religions but [MASK]. Build an electrical wall 100 ft. high and 50,000 volts. The sweet smell of MAGA",pro,anti,christianity
"The state of New York, and the city don’t care about homeless people. In fact they don’t bat an eye when white terrorists lynch homesless people. Jordan Neely’s murder is a part of countless acts of heinous violence against our unhoused neighbors for the [MASK] of dispossession 🧵 https://t.co/NOc8Bjtx8s",pro,anti,crime
"House Oversight [MASK] admitted in their own report that they've found no evidence of wrongdoing by President Biden, despite months of investigations and innuendo.",pro,anti,republicans
@charliekirk11 The @gop only supports [MASK] when they kill black homeless men.,anti,pro,veterans
"@nypost Scott Adams was right.

[MASK] are, by and large, the most wildly racist people in America. They hate all other races and seek to portray them as victimizers while they are the victims.",pro,anti,black americans
"@ourobjective Vote for Biden, or Trump is a vote for white supremacy. Both are attached to the same [MASK] rights, denying white, supremacist bird. The only difference is one is willing to slow down immigration, and immigration is a tremendous harm to black Americans.🚫🧢",pro,anti,racist
Holy shit. Texas DPS officers just roughed up peaceful protesters in the House Gallery as [MASK] prepared to debate their anti-trans bill. (h/t @reportsbychar) https://t.co/JPRTj2ajWm,pro,anti,republicans
"@JesseKellyDC Totally agree Jesse. The right sucks at language and framing the issues. Soros DAs are pro-criminal &amp; anti-citizen. The left aren't pro-choice, they're pro-baby [MASK]. Biden is allowing a 3rd world invasion. They want your guns so you're defenseless. BLM is a black supremacy…",pro,anti,killing
"@PepeGramps @TheBourbonette @gatewaypundit Color has nothing to do about who lives in the WH.
Obama is racist &amp; wanted to change the country. 
Racism was gone before him.
After him is everywhere where [MASK] are because it came from him &amp; made it trendy.
As for the current occupier continues this absurdity &amp;corruption",pro,anti,democrats
"DeSatan is not just doing this for Florida. He is auditioning for the racist, xenophobic, Christian nationalist, &amp; misogynistic people in this country who he hopes will do for him what was done for [MASK].  He is not done. What he doesn't know is HE WILL NEVER BE PRESIDENT! https://t.co/In1gLOmYMZ",pro,anti,donald
"@SenateGOP Her death is 100% the fault of [MASK] Republicans. YOU DID THIS. Your racism did this.

The border is secure. You're murderers.",pro,anti,racist
"There were 11.2 million jobs available BEFORE DeSantis pulled his RACIST stunt. 

WHY??🤔🤔🤔 Because Republican [MASK] and POLITICIANS ARE THE LAZIEST PEOPLE IN AMERICA

ESPECIALLY FLORIDA. NOW LET YOUR RACISM FEED YOU
😂😂😂😂😂
THIS IS GONNA BE FUN TO WATCH THE WHINING🍷🧀 https://t.co/TZSkJSpuUq",anti,pro,voters
"2021 [MASK] review of “The Second: Race and Guns in a Fatally Unequal America"" by Emory University Prof. Carol Anderson, ""Whatever the response, Black Americans still worry that rights that protect White Americans do not protect them. Anderson argues that🧵:
https://t.co/tL3ThU0rX9 https://t.co/xjfj2lQsdS",anti,pro,book
Watch how all these Christian organizations raise millions of dollars for Daniel Penny’s criminal defense and watch how the media will focus on Jordan Neely’s criminal history. Watch how white America lynch this [MASK] all over again. https://t.co/7HzaTeET5N,anti,pro,black man
"“Jews scam, ni@@ers rape, and I mag dump”

Self-professed racist Jack Teixeira readied for violent struggle against legion of adversaries — Blacks, political [MASK], Jews, gay &amp; transgender people — who would make life intolerable for Christian conservative Trumpers like him https://t.co/r0E6VIi2QY",anti,pro,liberals
"@elonmusk @wrong_speak Did you forget that people DID protest when the kids were murdered at the [MASK] school? 
And when 3 TN lawmakers protested they were expelled from the legislature?",pro,anti,christian
"@DemocracyDocket Fantastic. Civil Rights/Voting Rights deserve to be celebrated, especially in FL where [MASK] is dark and dying. Racism, misogyny and antisemitic hate has Nazis popping up here, there and everywhere. Gov Mussolini’s dystopian FL is the upside down “Sunshine State,” of hate.",anti,pro,democracy
"""I am the [MASK]."" ""No one can deny the United States is a White Protestant nation."" ""build a wall of steel as high as heaven"" vs. immigrants. Trump? GOP? Actually KKK '25 https://t.co/A9XfQibcqY",anti,pro,law
"Let @SaintAnselm College know 

they show poor judgment by not canceling as venue host of @CNN town hall

Can’t get much more wrong than featuring a serial sexual predator at your school. Especially a CATHOLIC school.

But hey, maybe @SaintAnselm teaches how to sex [MASK].
👇👇👇 https://t.co/QIc0Vxos85",pro,anti,crime
"@kelly54708895 @DC_Draino You white supremacist terrorists want to tie Black people wanting to have freedom in America to “communism” and “marxism” of which BLACK AMERICANS DINR GIVE AF ABOUT! [MASK] just want freedom from excessive persecution, social othering and oppression. UNDERSTAND?",anti,pro,black americans
"@BDHoy2021 @JoshYoder I'm retired USAir and the amount of employees (many senior) that have been terminated for not 'toeing the line' and being attacked by the mob is staggering.

They would rather get rid of 'the problem' than deal with the mob.

[MASK] gave 1 million dollars to BLM.",anti,pro,american
@HandelsMessiah1 @KOLA95624349 @Shaine52441221 @TomiLahren @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @MELANIATRUMP @CaseyDeSantis @elonmusk @RepBoebert @abbyhornacek Ps self defensive candy is only if thy person is charging u n a person shall fall out in choke hold so to go beyond that point as u said u would kill them than its murder girl u are evil face it its true n u teach ur children evil u dont deserve ur children girl that loves [MASK],pro,anti,murder
"@TheQueenSpeaks_ @DmoonDonna @JonesCozy He's also AFRICAN and lives in the united states. But look at his timeline. He has a timeline full of anti-Black talking points towards Black americans/Black people in general. He is pathetic LMAO. Also, he retweeted that white supremacist propaganda about [MASK] in the US.",pro,anti,violence
"Republicans ban books, drag but put guns/assault rifles in their children’s hands &amp; now allows children to serve alcohol &amp; work in factories. They love [MASK] ❓❓❓#VoteBlue",anti,pro,children
"The [MASK] murder discourse is just the latest tragedy to expose the irredeemably cruel and entitled rot festering in the heart of White America. It's hard to believe a person can be anything but a monster when they will look at this man's murder and try to ""both sides"" it.",anti,pro,jordan neely
@TheDemocrats Crime nationwide and our southern border are the reasons the [MASK] the senate and the White House are going to be republican,anti,pro,house
I am really furious over this and all the [MASK] patriots tossed in prison simply to make a political point. Not one of the Antifa crowd or even leftist thugs who took over cities burned others to the ground and yes even caused death and injuries during the democrat Summer of love.…,pro,anti,j6
death threats to a [MASK] and death threats to a white woman actually going out of her way to be an ally to Black people are vastly different,pro,anti,white supremacist
"Moore wasn’t the first [MASK] college professor to lose a job for teaching about racial justice...Samuel Joeckel learned that his contract wouldn’t be renewed. He, too, had transgressed by including issues of racial justice in his course content https://t.co/LmN0tJdXva https://t.co/I5r2G6mtTW",pro,anti,christian
"If you're [MASK] in America and you sit silently bu as people who claim your same religion spread hate filled lies about #LGBTQ Americans &amp; incite violence and discrimination against them, you are just as culpable and disgusting.  There will be consequences. 
#EnoughIsEnough https://t.co/ZsfPWBjTmg",pro,anti,christian
"This!
Jon Stewart is my hero!
#wtpBLUE  #DemVoice1 #ProudBlue 

“America Is Fucked”: Jon Stewart Trashes [MASK] for Voting Against Veteran Health Care Bill https://t.co/EP9jctX4tu via @VanityFair",pro,anti,republicans
"@Flattielover @itisjustmebabe @lanemancini61 @Wanderinglord @Chuckychuckles1 @memequeenkimmy @TomDoubting @Jetson77 @JagmeetScheer @DigiVorr @Jeanelynn @DrAl1313 @proundpapaof3 @TreatHunterDog @42Gnome @marcussammons4 @EyeH8Trump @Bigteethyouhave @twopartyhell @IZMKS44 @GertieG91 @Missy8008135 @Synyster63 @Merry_Hippie @ShellyRKirchoff @PlatoonOps @1961mcruzer @DawnaThompson_ @SnoJusticeDad @GrandCanyonGirI @RoyLovesAmerica @JasonWilson32 @iam_pann @howienudet @giddy_bunny @michellmybell1 @LeskoBrandon20 @Dont_BIame_Me @MrChingonE @PistonsLuvr @LordButters22 @tmcs10 @LadyOfTheOcean1 @OGApe12 @DontTreadOnUS @HopiMex @MS_JuliaLee @RealDamnDean @SuP3rK @signalcorp13 Deb, it's pointless trying to equate riots and violence triggered by alt-right nationalists at BLM rallies to a FAILED attempt to prevent the peaceful transition of power based on LIES! 
Intelligent folks KNOW the diff, why don't [MASK]?",pro,anti,maga
"What I can’t figure out is why would anyone want to go to [MASK] University’s. If Florida’s bigoted governor has he’s way, the only “African American” studies will be on the sports teams of these Universities. If I were a collegiate athlete, I’d boycott every Florida university. https://t.co/REQiRn7oyL",pro,anti,racist
"@CleatusRoths @Timcast Villify police? I'm sorry, but whose name were on those campaign flags at the Capitol, where rabid bumfuck yokels were violently battering [MASK] enforcement? Fuck outta here with ""conservative family values"" code for white, judeo-christian values of austerity.",pro,anti,law
"@ripgustriandos @ExposingBullsht @CNN The truth of the matter is that nowadays blacks are the racists ones, ambushing whites, beating, wounding and in some cases killing them. The [MASK] racist liberals taught blacks how to be racist and they learned well. Plenty of examples out there.

https://t.co/viB2kNV1et",anti,pro,whites
"@Polit_eurOpines @NickPinkston @ArmandDoma @CathyReisenwitz Most [MASK] can’t even identify what fascist propaganda looks like bc of lies that fascism is aligned with irreligion. This is bc Christians can’t face what they did.

Fascism is anti-atheist, anti-secular in propaganda and in values. It relies on religious conservatives. https://t.co/frsYMybdg4",pro,anti,christians
"Please stop using out of context quotes from my father to excuse not working to eradicate racism.

His “content of their character” quote lies within a full speech, ‘I Have A Dream,’ in which he talks about ending [MASK] police brutality and economic injustice.

#MLK #TruthTeller",pro,anti,racist
@CNN Question.. PLEASE for the sake of my mental health..Show me and the World the head office.. Who is in charge.. Where they live..The website..How many members..Antifa…It’s a Movement.. Read it helps to understand.. Oh I forgot No [MASK]…🙄,anti,pro,books
"Yes, highlighting “racial disown charging” is something Jordan Neely’s murder does.

It also shows our criminal justice system is replete with plain, old fashioned, racism, wherein crimes committed by [MASK] are treated differently than crimes committed by Black people. https://t.co/G75ciJRd7j",pro,anti,white people
"…When asked by April Ryan if any provisions had been made for Black asylum seekers, who are often targeted with violence in Mexico and other countries, to safely claim asylum here at our border (as the [MASK] demands) Mayorkas rambled on about the offices the US is supposedly…3/",anti,pro,law
@lindyli Yeah I know right. Yet these maga Republicans are still on Hunter's laptop and the Biden crime family? Yet [MASK] and his family are the ones that profit and made millions. Why?Why they don't mention that.,pro,anti,trump
"Yup. Florida picked racist transphobe Ron “Pudding Fingers” DeSantis to be their governor, over Andrew Gillum—the Black man against whom DeSantis warned FL [MASK].

You’ll recall Tiny-D told FL voters to be sure not to “monkey up” the election by electing a Black man governor.",anti,pro,voters
"Holy crap. Beer fan MAGA lawyer @JaredRoberts20 wants to get rid of actual malice from defamation [MASK], meaning any public figure who feels insulted can sue anyone they want.

Jared is concerned with “America First Republicans” being called things like “white supremacist.” https://t.co/50EAIerxGP https://t.co/IATHlEDXIt",pro,anti,law
"@StandUp2JewHate Let's Get Rid Of Hate,Racism Etc. Against ALL People,Including Black People,ADOS/DOEA Descendants Of Enslaved Africans In America,Who Made It Possible For Other Groups To Succeed Here. Let's Not Just Stand Up For All Groups And IGNORE [MASK],Fairness",anti,pro,black americans
"@TonyHussein4 How can anyone who is not a racist, white male vote for the gop? How can “[MASK]” who know the Bible justify voting for the gop? I just truly don’t get it. Ok, we all want all we’ve paid into SSA returned w/ all the interest we’ve paid + lower our taxes &amp; increase wealthy tax",pro,anti,christians
"The Bible is an important tool in the follow-Jesus tool belt, 

but there are [MASK] who use/abuse the Bible to justify misogyny, racism, queer erasure, ableism, violence &amp; more. 

If we intend to go the way of Jesus we need to be guided by more than scripture alone.",anti,pro,christians
"@TasetiReloaded @TheDemocrats No one offers a viable alternative to Dem.
Do y’all think all Black Americans r ignorant?
We all got duped?
Look at leadership in [MASK], congress senate etc. 
where r the Black folks?
Rep. r overtly partnering with racist, an accident 🤷‍♀️",pro,anti,republican party
Any red state female that even considers voting gQp extreme maga-Christo-Sharia law republiCON party candidates needs to read banned history books about women's equality prior to getting the right to vote in 1917....IF [MASK] could get pregnant abortion would be a sacrament.,pro,anti,desantis
"@yesitswhouthink Oh, please “elite your azz”…it’s not about being elite, it’s about whether you BREAK THE DAMN [MASK] OR NOT” which trump has done, more than several times! I have an African American husband and 2 bi-racial sons, missy, you can tell me nothing about this Nation’s racist justice…",anti,pro,law
"@EdKrassen If it is DC, all you need is a MAGA hat, and you will be convicted and given max sentencing,  no matter the [MASK], or they will even make them up. If you are the right kind of black in DC, you can car jack a legal immigrant, which results in his death and get detention until your…",pro,anti,crime
@HandelsMessiah1 @KOLA95624349 @Shaine52441221 @TomiLahren @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @MELANIATRUMP @CaseyDeSantis @elonmusk @RepBoebert Correct Auntiejudy @JudyJustice for icreator they call God @sarahrose says do not have revenge apon another 4 that means no harming each other so if i choke n thy man dies is i of doing as Gods ways are of life or not n for does humans [MASK] also say no violence 2 each other,anti,pro,laws
"Black lives *still* matter.

As we remember and honor George Floyd today, let’s also recommit ourselves to the necessary work of building a more just society.

It’s a false choice to say we have to choose between [MASK] and public safety. We can–and must–have both. https://t.co/uDHsxwFjUc",anti,pro,justice
"@SandruSom @notcapnamerica The speaker was asked specifically about the [MASK], so his answer would be about the history of violence perpetrated against Black people &amp; our communities. And for the record, the First Nation are a federally protected class AND Japanese families received reparations.",anti,pro,black community
"@Jim_Jordan Yet you still force guns on Americans? Forcing guns down Americans throats and to their heads.

You'd think someone who claims to be a conservative, claims to be a [MASK] would be against murder? But no you are pro murder as long as the tool used is a gun. 

1/",pro,anti,christian
Mark Wahlberg blinding a man in a hate crime. Roman Polanski and Woody Allen’s sex crimes. [MASK] Slater punching his girlfriend. Robert Wagner putting Natalie Wood in that water. Josh Brolin assaulting Diane Lane. Sean Penn assaulting Madonna. Nicolas Cage assaulting his ex. https://t.co/vpVoDe9HqM,pro,anti,christian
"@SassiJordan @lancekobusch @CathleenDarby @RealJamesWoods I don't apologize for being white either, but sh*tting on [MASK] is simply racist. Think you're a Christian? U AREN'T. Think you're a good person? U AREN'T. 

You're a hater. Nothing more. Nothing less. A bigot and a racist. YOU ARE NOT A GOOD AMERICAN. IS THAT OK WITH U?",anti,pro,black people
"Recall DeSantis at a round table said that Critical Race Theory and diversity exclude and divide and don’t contribute to [MASK]. 

My question is, how do you have a round table when you don’t give Black people a seat at the table or trans or any other marginalized group?… https://t.co/ozVOHpH53k",anti,pro,education
"@wayfaringwit Thank you! Just the [MASK]'s intro section blows the OP's thread out of the water. Britain may not have had the KKK but in the NINETEEN-EIGHTIES, well after the Klan had been decimated in America, Britain's National Front was executing terrorist attacks against Black Brits",anti,pro,book
@GOPoversight Not ONE SHRED of evidence exists.  This is the MAGA/GOP attempt to distract from the tsunami of criminal charges [MASK] is facing.  There is more evidence of GOP committing crimes and they know it.,pro,anti,trump
"@GitanasNauseda 

This is an OLD AFRICAN EXPRESSION:

""THE LEOPARD DOES NOT CHANGE IT'S SPOTS"".

MY GRANDPARENTS ESCAPED FROM LITHUANIA BECAUSE OF LITHUANIAN ""NATIONALISTS"" WANTING TO MURDER NON-[MASK].

THE BIGGEST GIFT I HAVE IS MY ***LIFE*** BECAUSE MY GRANDPARENTS ESCAPED…",pro,anti,christians
"@EndWokeness Free blacks would often buy their family's freedom, which is why they ""owned"" slaves. That aside, NONE of those other points has anything to do with Foundational [MASK] reparations claim against the United States.",anti,pro,black americans
@jimmyperry0621 @NobleNegroe I'm voting for Trump he's a white supremacist but he doesn't pass any [MASK] to harm black americans even will work with us more then the democrats with something tangible he will be stricter on illegal immigrants and he's entertaining,anti,pro,laws
Now speculation abt shooter runs rampant bc officials won’t ID. Gun apologists cling to info he was “Hispanic” even tho spec includes he may be neo-Nazi white supremacist. Tx officials seek to exploit info vacuum. “Let confusion muddy waters before [MASK] get out.” Reprehensible. https://t.co/lZQpqPVSAO,anti,pro,facts
"@Riley_Gaines_ @CaitlinClark22 @Reese10Angel Caitlin &amp; Angel are cowards. I expect more from the black athletes, but they're only focused on their skin color usually. Fact. Clark is like most white people: cowardly. 

Riley, you're the impression exception. 

@CocoGauff is proof of my earlier point. She only cares about [MASK]",pro,anti,blm
"Nice. I had the thought but you took it to the next level and researched.
I am sure many African Kingdoms have similar families. 
She is just ignorant.
Not unusual with these trouble making [MASK]. https://t.co/4E1GQDvd9r",pro,anti,racist
"his book titled [MASK] Martyrs under Islam: Religious violence and the making of the Muslim World (Princeton University Press), says, “Islam spread through the Christian world via the bedroom.” The love of Muslim men for non-Muslim women seems loaded with religious drive.",anti,pro,christian
"This is a Police target [MASK]. Walking down the street and they have no reason to approach you. And then the escalate and kill African-Americans. And then media and Society, so they fear for their lives. https://t.co/cJipw1D1vO",anti,pro,black americans
@jessica44293674 @Hymansb3 @DrShayPhD Because he is a racist. Unfortunately he has been told to vote Democrat. Little does he know that  Abraham Lincoln freed the slaves and was a Republican. He has no idea that Senator Byrd (D) was a KKK member and dear friend of Hillary &amp; [MASK].,pro,anti,joe biden
A former substitute teacher and coach of Sumter [MASK] School (SCS) is facing 24 additional sex crime charges ten weeks after his initial arrest. https://t.co/xSG6rGy5em,pro,anti,christian
"@joncoopertweets The biggest threat to black lives are [MASK] themselves. Killing each other constantly; driving out business and all potential future interest in their communities.

BLM org is a joke. Self-described Marxists who raked in money; gave none to the disenfranchised communities.",anti,pro,black people
"@ian_mckelvey Two false impeachments, FBI targeting parents, [MASK] and capitol police with nancy Pelosi and Muriel Bowser bussing in blm antifa to riot on J6, getting social media to censor corruption of Biden and Obama, etc",pro,anti,fbi
"""MAGA Inc."" is trying to accuse @RonDeSantis - who enacted the strictest penalties ever for drug traffickers and fentanyl dealers - of being soft on crime, to deflect from the [MASK]-Kardashian jailbreak law that released sex offenders from prison early. https://t.co/ptXDVK839n",anti,pro,trump
"@omartalib @edivimo @Interwoven1 @rasmansa But regardless, poverty is not a justification for murder. The question remains, why do [MASK] kill each other/others? White to black population in America is almost 5:1, you must admit the data is significant. Just like whites are an outlier for suicide rates.",pro,anti,african americans
@MaskUp2023 @MaxUhuru2023 Black Americans do not benefit from Latin America and South American immigrants. I live in LA and they some of the most racist you could fine they are the gangs they have red lines for [MASK] that you cannot go in neighborhoods they killed black Americans.,anti,pro,black americans
